49.8125	48.7111111111	0.644444444444	23.2888888889	6.37777777778	0.288888888889	1.64444444444	3.73333333333	4.08888888889	7.66666666667	1.62222222222	2.91111111111	0.933333333333	8.48888888889	1.53333333333	1.84444444444	5.08888888889	1.28888888889	1.37777777778	9.46666666667	14.5555555556
11.5510204082	48.4615384615	2.53846153846	6.69230769231	1.23076923077	0.0	7.19230769231	8.23076923077	5.76923076923	15.3076923077	3.84615384615	3.5	4.23076923077	6.76923076923	7.15384615385	3.61538461538	3.03846153846	1.80769230769	1.96153846154	4.11538461538	3.38461538462
33.2653061224	45.3157894737	8.42105263158	20.0789473684	1.76315789474	0.0	0.631578947368	2.5	7.0	10.4473684211	0.921052631579	4.44736842105	4.52631578947	3.42105263158	1.94736842105	3.78947368421	3.26315789474	1.02631578947	4.0	2.18421052632	18.7894736842
22.1836734694	53.21875	1.75	18.3125	1.3125	0.0	1.90625	6.15625	5.5625	6.21875	3.6875	3.21875	9.4375	6.78125	6.09375	2.78125	6.90625	1.1875	2.21875	9.625	7.75
28.2040816327	51.3513513514	0.675675675676	8.56756756757	2.35135135135	1.0	2.35135135135	2.72972972973	7.18918918919	7.2972972973	3.48648648649	3.89189189189	3.91891891892	5.24324324324	0.540540540541	0.189189189189	3.32432432432	4.89189189189	6.86486486486	5.78378378378	10.4864864865
77.4897959184	61.8775510204	17.4081632653	43.2653061224	28.4897959184	0.408163265306	0.0204081632653	6.36734693878	5.55102040816	2.85714285714	0.448979591837	2.30612244898	6.67346938776	3.32653061224	0.0816326530612	3.08163265306	0.224489795918	0.224489795918	1.75510204082	13.5510204082	19.5918367347
71.5306122449	46.5833333333	1.0625	22.375	13.6666666667	2.33333333333	2.10416666667	6.60416666667	7.85416666667	3.3125	2.6875	10.6458333333	4.625	6.52083333333	0.895833333333	6.25	4.85416666667	1.47916666667	0.0208333333333	7.125	32.75
81.7142857143	18.2708333333	0.958333333333	0.979166666667	0.145833333333	3.77083333333	5.27083333333	6.0625	1.16666666667	23.8125	8.27083333333	10.9583333333	4.70833333333	21.3541666667	10.9583333333	13.25	15.1875	1.35416666667	1.70833333333	0.958333333333	20.3958333333
10.8571428571	41.8	2.56	8.24	1.76	0.68	5.2	4.96	2.24	18.56	1.56	2.48	4.24	8.0	4.32	3.4	2.88	0.92	4.64	3.0	5.0
63.5714285714	32.3636363636	2.52272727273	2.43181818182	0.0227272727273	4.88636363636	2.13636363636	23.6136363636	5.34090909091	5.90909090909	6.20454545455	15.3409090909	5.0	7.63636363636	4.59090909091	9.25	7.20454545455	2.90909090909	4.31818181818	1.75	16.0454545455
56.5510204082	54.6170212766	1.46808510638	23.5531914894	12.6595744681	0.0212765957447	1.97872340426	4.36170212766	9.6170212766	5.27659574468	0.404255319149	8.70212765957	4.21276595745	2.06382978723	0.553191489362	6.40425531915	4.02127659574	0.0212765957447	0.531914893617	3.65957446809	24.4042553191
